Range,Velocity,Energy,ComeUp,ComeUpMOA,ComeUpMrads,SpinDrift,SpinDriftMOA,SpinDriftMrads,WindDrift,WindDriftMOA,WindDriftMrads,TimeOfFlight,VerticalWindJump,VerticalWindJumpMOA,VerticalWindJumpMrads,TotalComeUp,TotalComeUpMOA,TotalComeUpMrads,TotalWindDrift,TotalWindDriftMOA,TotalWindDriftMrads,Gyro
"0","2599.9998","3301.6838","-1.4813299","0","0","0","0","0","0","0","0","0","0.018670082","0","0","0","0","0","0","0","0","3.4062088"
"25","2568.7886","3222.891","-0.6558886","-2.5054948","-0.7287652","-0.0034856386","-0.013315139","-0.0038729317","0","0","0","0.029021662","-0.003544867","-0.013541392","-0.003938741","0","0","0","-0.0034856386","-0.013315139","-0.0038729317","3.463883"
"50","2537.7356","3145.4421","-0.09919414","-0.1894608","-0.055107858","-0.0140387155","-0.026813947","-0.0077992864","0","0","0","0.05839668","-0.0015378892","-0.0029373686","-0.00085438293","0","0","0","-0.0140387155","-0.026813947","-0.0077992864","3.5230045"
"75","2506.8467","3069.3364","0.11422706","0.14544912","0.04230632","-0.031878803","-0.040592343","-0.011806964","0","0","0","0.088132165","-0.0029604435","-0.0037696313","-0.0010964605","0","0","0","-0.031878803","-0.040592343","-0.011806964","3.583612"
"100","2476.125","2994.5671","0","0","0","-0.05723075","-0.054655366","-0.01589743","0","0","0","0.11823521","0","0","0","0","0","0","-0.05723075","-0.054655366","-0.01589743","3.6457467"
"125","2445.5752","2921.1304","-0.48815823","-0.37295288","-0.108479604","-0.090324745","-0.069008105","-0.020072166","0","0","0","0.14871287","-0.003783226","-0.0028903845","-0.0008407169","0","0","0","-0.090324745","-0.069008105","-0.020072166","3.7094486"
"150","2415.2012","2849.0203","-1.3328233","-0.84856415","-0.24681912","-0.13139635","-0.08365568","-0.024332657","0","0","0","0.17957217","-0.0007920265","-0.00050425687","-0.00014667158","0","0","0","-0.13139635","-0.08365568","-0.024332657","3.774694"
"175","2384.9722","2778.1492","-2.560439","-1.3972682","-0.40641892","-0.18071531","-0.098618925","-0.02868497","0","0","0","0.21082188","-0.0018453598","-0.0010070392","-0.00029291425","0","0","0","-0.18071531","-0.098618925","-0.02868497","3.837454"
"200.00002","2354.8596","2708.4385","-4.1631937","-1.987925","-0.5782214","-0.23849706","-0.11388233","-0.03312459","0","0","0","0.24246976","-0.0030374527","-0.0014503836","-0.0004218684","0","0","0","-0.23849706","-0.11388233","-0.03312459","3.902016"
"225.00002","2324.8699","2639.892","-6.150106","-2.6103783","-0.7592724","-0.30493703","-0.12942883","-0.037646547","0","0","0","0.27452266","-0.0016684532","-0.00070816564","-0.00020598187","0","0","0","-0.30493703","-0.12942883","-0.037646547","3.9684317"
