Range,Velocity,Energy,ComeUp,ComeUpMOA,ComeUpMrads,SpinDrift,SpinDriftMOA,SpinDriftMrads,WindDrift,WindDriftMOA,WindDriftMrads,TimeOfFlight,VerticalWindJump,VerticalWindJumpMOA,VerticalWindJumpMrads,TotalComeUp,TotalComeUpMOA,TotalComeUpMrads,TotalWindDrift,TotalWindDriftMOA,TotalWindDriftMrads,Gyro
"0","3200","1705.0121","-1.5008259","0","0","0","0","0","0","0","0","0","-0.00082588196","0","0","0","0","0","0","0","0","1.798345"
"50","3056.3105","1555.3298","-0.2850643","-0.5444728","-0.15836906","-0.008333596","-0.015917169","-0.004629776","0","0","0","0.047967274","3.874302E-07","7.3999166E-07","2.15239E-07","0","0","0","-0.008333596","-0.015917169","-0.004629776","1.9245164"
"100","2916.1343","1415.9325","0","0","0","-0.034660123","-0.033100415","-0.009627812","0","0","0","0.09821212","0","0","0","0","0","0","-0.034660123","-0.033100415","-0.009627812","2.0637736"
"150","2779.6606","1286.5037","-0.7364275","-0.46885884","-0.13637546","-0.08133439","-0.051782895","-0.015061924","0","0","0","0.15089753","-1.7881393E-07","-1.1384488E-07","-3.3113693E-08","0","0","0","-0.08133439","-0.051782895","-0.015061924","2.2170079"
"200","2647.0881","1166.7137","-2.5980432","-1.2405657","-0.36083934","-0.15104851","-0.07212566","-0.02097896","0","0","0","0.20619743","-1.66893E-06","-7.9691415E-07","-2.3179585E-07","0","0","0","-0.15104851","-0.07212566","-0.02097896","2.3797498"
"250","2518.5647","1056.1698","-5.6992555","-2.177116","-0.63325065","-0.24674858","-0.09425796","-0.027416509","0","0","0","0.26429245","-2.3841858E-06","-9.10759E-07","-2.6490954E-07","0","0","0","-0.24674858","-0.09425796","-0.027416509","2.5590892"
"300","2393.2957","953.71844","-10.1704035","-3.2375786","-0.9417041","-0.37175834","-0.11834308","-0.03442207","0","0","0","0.32538664","-9.536743E-07","-3.0358632E-07","-8.8303175E-08","0","0","0","-0.37175834","-0.11834308","-0.03442207","2.7332568"
"350","2270.4548","858.3278","-16.158867","-4.4090633","-1.2824501","-0.5294522","-0.1444648","-0.042020015","0","0","0","0.3897334","0","0","0","0","0","0","-0.5294522","-0.1444648","-0.042020015","2.9284148"
"400.00003","2150.3848","769.9452","-23.8342","-5.6904173","-1.6551534","-0.72363836","-0.17276865","-0.05025266","0","0","0","0.4576203","-1.9073486E-06","-4.5537945E-07","-1.3245476E-07","0","0","0","-0.72363836","-0.17276865","-0.05025266","3.1451738"
"450","2033.3818","688.43884","-33.387203","-7.0855107","-2.0609398","-0.95852417","-0.20342013","-0.05916816","0","0","0","0.529353","0","0","0","0","0","0","-0.95852417","-0.20342013","-0.05916816","3.3889513"
"500","1919.6904","613.60645","-45.042316","-8.603091","-2.5023534","-1.2390447","-0.23665752","-0.06883581","0","0","0","0.60527486","-3.8146973E-06","-7.286072E-07","-2.1192763E-07","0","0","0","-1.2390447","-0.23665752","-0.06883581","3.6494658"
"550.00006","1808.9539","544.85693","-59.056305","-10.254336","-2.9826458","-1.5705767","-0.2727092","-0.07932205","0","0","0","0.685769","0","0","0","0","0","0","-1.5705767","-0.2727092","-0.07932205","3.909054"
"600","1701.2983","481.935","-75.72599","-12.053079","-3.5058403","-1.9587692","-0.31177077","-0.09068376","0","0","0","0.77127504","7.6293945E-06","1.2143453E-06","3.532127E-07","0","0","0","-1.9587692","-0.31177077","-0.09068376","4.2079916"
