Range,Velocity,Energy,ComeUp,ComeUpMOA,ComeUpMrads,SpinDrift,SpinDriftMOA,SpinDriftMrads,WindDrift,WindDriftMOA,WindDriftMrads,TimeOfFlight,VerticalWindJump,VerticalWindJumpMOA,VerticalWindJumpMrads,TotalComeUp,TotalComeUpMOA,TotalComeUpMrads,TotalWindDrift,TotalWindDriftMOA,TotalWindDriftMrads,Gyro
"0","2790","1296.0922","-1.5009713","0","0","0","0","0","0","0","0","0","-0.0009713173","0","0","0","0","0","0","0","0","1.7417876"
"50","2657.118","1175.5718","-0.13357545","-0.2551291","-0.07420858","-0.010553217","-0.020156644","-0.005862898","0","0","0","0.05509285","-1.4901161E-08","-2.846122E-08","-8.278423E-09","0","0","0","-0.010553217","-0.020156644","-0.005862898","1.8693997"
"100","2528.2827","1064.3359","0","0","0","-0.044015914","-0.0420352","-0.012226643","0","0","0","0.11296953","0","0","0","0","0","0","-0.044015914","-0.0420352","-0.012226643","2.0100124"
"150","2402.8254","961.3287","-1.2246331","-0.77968305","-0.2267839","-0.10327385","-0.065751016","-0.019124787","0","0","0","0.17382506","-8.34465E-07","-5.3127604E-07","-1.5453055E-07","0","0","0","-0.10327385","-0.065751016","-0.019124787","2.1478987"
"200","2279.7854","865.39716","-3.9553","-1.8886559","-0.5493473","-0.19135338","-0.09137124","-0.026576858","0","0","0","0.23791322","-7.1525574E-07","-3.4153462E-07","-9.934108E-08","0","0","0","-0.19135338","-0.09137124","-0.026576858","2.3006399"
"250","2159.4902","776.47943","-8.357265","-3.1924758","-0.9285852","-0.31155407","-0.11901365","-0.03461712","0","0","0","0.30551434","0","0","0","0","0","0","-0.31155407","-0.11901365","-0.03461712","2.4705827"
"300","2042.2448","694.45337","-14.624506","-4.655469","-1.3541213","-0.46768275","-0.14887899","-0.043303955","0","0","0","0.37694272","-1.9073486E-06","-6.0717264E-07","-1.7660635E-07","0","0","0","-0.46768275","-0.14887899","-0.043303955","2.6613173"
"350","1928.3069","619.1271","-22.975088","-6.2689204","-1.8234208","-0.66399884","-0.18117683","-0.05269832","0","0","0","0.45253086","-1.9073486E-06","-5.204337E-07","-1.5137687E-07","0","0","0","-0.66399884","-0.18117683","-0.05269832","2.8682108"
"399.99997","1817.3502","549.92664","-33.66329","-8.037117","-2.3377304","-0.90527606","-0.21613467","-0.0628664","0","0","0","0.53265786","0","0","0","0","0","0","-0.90527606","-0.21613467","-0.0628664","3.07106"
"449.99997","1709.4487","486.56366","-46.98342","-9.970941","-2.9002154","-1.1965067","-0.25392532","-0.07385844","0","0","0","0.6177613","-3.8146973E-06","-8.0956363E-07","-2.3547517E-07","0","0","0","-1.1965067","-0.25392532","-0.07385844","3.3046885"
"500","1604.7678","428.7972","-63.278202","-12.086162","-3.5154629","-1.5434585","-0.29480055","-0.08574769","0","0","0","0.70832574","0","0","0","0","0","0","-1.5434585","-0.29480055","-0.08574769","3.5228245"
"550","1503.1488","376.21097","-82.94804","-14.402836","-4.1893067","-1.9520131","-0.33894047","-0.09858652","0","0","0","0.8049053","-7.6293945E-06","-1.3247404E-06","-3.8532298E-07","0","0","0","-1.9520131","-0.33894047","-0.09858652","3.761404"
"600","1404.1084","328.26816","-106.468185","-16.946255","-4.9291024","-2.4290287","-0.3866204","-0.11245503","0","0","0","0.9081534","0","0","0","0","0","0","-2.4290287","-0.3866204","-0.11245503","4.2209344"
"649.99994","1307.4225","284.6161","-134.39786","-19.746258","-5.7435303","-2.9839423","-0.43840998","-0.1275189","0","0","0","1.0188613","-1.5258789E-05","-2.2418685E-06","-6.520851E-07","0","0","0","-2.9839423","-0.43840998","-0.1275189","4.793784"
"699.99994","1213.1779","245.06226","-167.41554","-22.840433","-6.643523","-3.6282618","-0.4949986","-0.14397866","0","0","0","1.1379669","-1.5258789E-05","-2.081735E-06","-6.055075E-07","0","0","0","-3.6282618","-0.4949986","-0.14397866","5.512661"
"749.9999","1123.8229","210.29222","-206.33928","-26.274128","-7.642271","-4.37425","-0.55698794","-0.16200928","0","0","0","1.2664832","0","0","0","0","0","0","-4.37425","-0.55698794","-0.16200928","5.8434453"
