Range,Velocity,Energy,ComeUp,ComeUpMOA,ComeUpMrads,SpinDrift,SpinDriftMOA,SpinDriftMrads,WindDrift,WindDriftMOA,WindDriftMrads,TimeOfFlight,VerticalWindJump,VerticalWindJumpMOA,VerticalWindJumpMrads,TotalComeUp,TotalComeUpMOA,TotalComeUpMrads,TotalWindDrift,TotalWindDriftMOA,TotalWindDriftMrads,Gyro
"0","2550","3175.918","-1.5010605","0","0","0","0","0","0","0","0","0","-0.0010604858","0","0","0","0","0","0","0","0","3.0516195"
"25","2514.9922","3089.3147","-0.6000686","-2.2922626","-0.66674304","-0.003554621","-0.013578652","-0.003949579","0","0","0","0.029616155","2.3245811E-06","8.8799E-06","2.5828679E-06","0","0","0","-0.003554621","-0.013578652","-0.003949579","3.1111107"
"50","2480.1765","3004.3748","-0.04383708","-0.08372882","-0.024353934","-0.014355505","-0.027419016","-0.007975281","0","0","0","0.059645776","1.4193356E-06","2.710931E-06","7.885198E-07","0","0","0","-0.014355505","-0.027419016","-0.007975281","3.1687615"
"75","2445.5098","2920.974","0.15990424","0.2036114","0.059223793","-0.032630812","-0.0415499","-0.012085485","0","0","0","0.09009878","-2.3841858E-07","-3.0358632E-07","-8.8303175E-08","0","0","0","-0.032630812","-0.0415499","-0.012085485","3.2279022"
"100","2411.0007","2839.1194","0","0","0","-0.05863044","-0.05599207","-0.016286233","0","0","0","0.12098666","0","0","0","0","0","0","-0.05863044","-0.05599207","-0.016286233","3.288927"
"125","2376.6572","2758.8118","-0.5328752","-0.40711665","-0.11841671","-0.092567004","-0.070721194","-0.020570446","0","0","0","0.15231848","-1.1920929E-07","-9.10759E-08","-2.6490953E-08","0","0","0","-0.092567004","-0.070721194","-0.020570446","3.3519025"
"150","2342.488","2680.055","-1.4488939","-0.92246246","-0.26831368","-0.1346728","-0.085741684","-0.024939409","0","0","0","0.18410408","5.9604645E-07","3.7948288E-07","1.1037897E-07","0","0","0","-0.1346728","-0.085741684","-0.024939409","3.416896"
"175.00002","2308.5015","2602.8503","-2.7609763","-1.5067041","-0.43825015","-0.1852413","-0.10108881","-0.029403377","0","0","0","0.21635638","2.3841858E-06","1.3010841E-06","3.7844217E-07","0","0","0","-0.1852413","-0.10108881","-0.029403377","3.4839714"
"200","2274.705","2527.1973","-4.4796467","-2.1390314","-0.62217325","-0.24451624","-0.11675651","-0.033960592","0","0","0","0.24908513","1.9073486E-06","9.10759E-07","2.6490954E-07","0","0","0","-0.24451624","-0.11675651","-0.033960592","3.5532024"
"224.99998","2241.108","2453.0955","-6.6182585","-2.8090835","-0.8170691","-0.31280488","-0.13276829","-0.038617887","0","0","0","0.2823032","9.536743E-07","4.0478182E-07","1.17737585E-07","0","0","0","-0.31280488","-0.13276829","-0.038617887","3.6246595"
