Range,Velocity,Energy,ComeUp,ComeUpMOA,ComeUpMrads,SpinDrift,SpinDriftMOA,SpinDriftMrads,WindDrift,WindDriftMOA,WindDriftMrads,TimeOfFlight,VerticalWindJump,VerticalWindJumpMOA,VerticalWindJumpMrads,TotalComeUp,TotalComeUpMOA,TotalComeUpMrads,TotalWindDrift,TotalWindDriftMOA,TotalWindDriftMrads,Gyro
"0","2790","3801.87","-1.5966719","0","0","0","0","0","0","0","0","0","-0.09667194","0","0","0","0","0","0","0","0","3.5606446"
"25.000017","2763.856","3730.9521","-0.7867473","-3.0055745","-0.87422687","-0.0027594091","-0.010540935","-0.003066008","0","0","0","0.027009547","0.007232666","0.027628763","0.008036289","0","0","0","-0.0027594091","-0.010540935","-0.003066008","3.6140316"
"50.000057","2737.8672","3661.1172","-0.20759025","-0.3967859","-0.11540392","-0.011045715","-0.021097291","-0.006136501","0","0","0","0.054273516","0.010131836","0.019351784","0.005628791","0","0","0","-0.011045715","-0.021097291","-0.006136501","3.6684585"
"75.00002","2712.036","3592.3594","0.089386664","0.11366943","0.03306749","-0.02504918","-0.031895947","-0.009277471","0","0","0","0.08179765","-0.00036621094","-0.00046630847","-0.00013563364","0","0","0","-0.02504918","-0.031895947","-0.009277471","3.7239447"
"100.000015","2686.3618","3524.6653","0.16937047","0.16154113","0.046983507","-0.044863544","-0.042844675","-0.0124620935","0","0","0","0.10958333","0.0072021484","0.006878051","0.0020005966","0","0","0","-0.044863544","-0.042844675","-0.0124620935","3.7805169"
"124.99999","2660.8472","3458.03","-0.03426716","-0.02634668","-0.0076700845","-0.070688464","-0.05400599","-0.015708549","0","0","0","0.13763623","0.0014648438","0.0011191408","0.00032552087","0","0","0","-0.070688464","-0.05400599","-0.015708549","3.83819"
"149.99998","2635.491","3392.4385","-0.5032233","-0.32072267","-0.09329563","-0.10261524","-0.065331705","-0.019002823","0","0","0","0.16595776","0.0014648438","0.00093261735","0.0002712674","0","0","0","-0.10261524","-0.065331705","-0.019002823","3.896995"
"174.99998","2610.2954","3327.8845","-1.2464417","-0.6805092","-0.19794185","-0.14082345","-0.07684938","-0.022352932","0","0","0","0.19455221","-0.001953125","-0.0010658483","-0.00031001985","0","0","0","-0.14082345","-0.07684938","-0.022352932","3.9569502"
"199.99995","2585.2595","3264.3538","-2.2540436","-1.0762994","-0.31307644","-0.18548809","-0.08857058","-0.02576224","0","0","0","0.22342397","0.00024414062","0.000116577176","3.390843E-05","0","0","0","-0.18548809","-0.08857058","-0.02576224","4.017023"
"224.99998","2560.3674","3201.7947","-3.5508518","-1.507405","-0.4384502","-0.23673755","-0.10048194","-0.02922686","0","0","0","0.25257567","0.0026855469","0.0011398656","0.00033154903","0","0","0","-0.23673755","-0.10048194","-0.02922686","4.0769567"
"250.00006","2535.6177","3140.1938","-5.123289","-1.9573907","-0.5693495","-0.29473516","-0.1125888","-0.03274834","0","0","0","0.28201088","0.0009765625","0.0003730468","0.00010850692","0","0","0","-0.29473516","-0.1125888","-0.03274834","4.138085"
"275.00003","2511.0115","3079.543","-6.9958262","-2.429599","-0.706686","-0.3596488","-0.12489621","-0.03632816","0","0","0","0.31173408","0.0034179688","0.0011869672","0.00034524934","0","0","0","-0.3596488","-0.12489621","-0.03632816","4.200431"
"300","2486.5498","3019.8352","-9.157668","-2.9154046","-0.8480134","-0.431648","-0.13740794","-0.039967407","0","0","0","0.34174904","0.0053710938","0.001709798","0.00049732346","0","0","0","-0.431648","-0.13740794","-0.039967407","4.2640247"
"324.99997","2462.2344","2961.0632","-11.622668","-3.4153004","-0.9934056","-0.5109065","-0.15012792","-0.043667227","0","0","0","0.3720601","0.0107421875","0.0031565507","0.00091813575","0","0","0","-0.5109065","-0.15012792","-0.043667227","4.328891"
"350","2438.0657","2903.2188","-14.400527","-3.9295752","-1.142985","-0.5975996","-0.16305932","-0.04742854","0","0","0","0.40267074","0.010253906","0.0027978516","0.0008138021","0","0","0","-0.5975996","-0.16305932","-0.04742854","4.395056"
"374.99997","2414.0454","2846.294","-17.504318","-4.4578514","-1.2966377","-0.6919074","-0.17620577","-0.051252406","0","0","0","0.43358532","0.0073242188","0.0018652345","0.00054253475","0","0","0","-0.6919074","-0.17620577","-0.051252406","4.462547"
