Range,Velocity,Energy,ComeUp,ComeUpMOA,ComeUpMrads,SpinDrift,SpinDriftMOA,SpinDriftMrads,WindDrift,WindDriftMOA,WindDriftMrads,TimeOfFlight,VerticalWindJump,VerticalWindJumpMOA,VerticalWindJumpMrads,TotalComeUp,TotalComeUpMOA,TotalComeUpMrads,TotalWindDrift,TotalWindDriftMOA,TotalWindDriftMrads,Gyro
"0","2599.9998","3301.6838","-1.5010558","0","0","0","0","0","0","0","0","0","-0.0010558367","0","0","0","0","0","0","0","0","3.0331638"
"25","2562.171","3206.3071","-0.619047","-2.3647597","-0.68783003","-0.0040361634","-0.015418144","-0.004484626","0","0","0","0.029059296","-1.7285347E-06","-6.6030025E-06","-1.920594E-06","0","0","0","-0.0040361634","-0.015418144","-0.004484626","3.096084"
"50","2524.6296","3113.0369","-0.06913552","-0.13204885","-0.038408622","-0.01628989","-0.03111369","-0.009049939","0","0","0","0.058548536","-1.758337E-06","-3.3584238E-06","-9.768539E-07","0","0","0","-0.01628989","-0.03111369","-0.009049939","3.1608853"
"75","2487.382","3021.8572","0.14063703","0.1790778","0.052087788","-0.037067823","-0.047199696","-0.0137288235","0","0","0","0.08847752","-3.233552E-06","-4.11739E-06","-1.1976119E-06","0","0","0","-0.037067823","-0.047199696","-0.0137288235","3.2276232"
"100.00001","2450.4336","2932.748","0","0","0","-0.06668508","-0.063684255","-0.018523633","0","0","0","0.118856","0","0","0","0","0","0","-0.06668508","-0.063684255","-0.018523633","3.2963617"
"125","2413.7708","2845.646","-0.50151443","-0.38315704","-0.111447655","-0.105461955","-0.08057294","-0.023435991","0","0","0","0.14969365","0","0","0","0","0","0","-0.105461955","-0.08057294","-0.023435991","3.3619664"
"150","2377.3567","2760.4353","-1.3764213","-0.8763216","-0.25489286","-0.1537462","-0.09788508","-0.028471518","0","0","0","0.18100302","-2.2649765E-06","-1.442035E-06","-4.1944008E-07","0","0","0","-0.1537462","-0.09788508","-0.028471518","3.427826"
"174.99998","2341.1948","2677.0967","-2.6350467","-1.4379828","-0.41826144","-0.21181673","-0.11559142","-0.033621706","0","0","0","0.21279389","-2.6226044E-06","-1.4311928E-06","-4.1628644E-07","0","0","0","-0.21181673","-0.11559142","-0.033621706","3.495871"
"200","2305.2922","2595.6187","-4.2878785","-2.0474622","-0.5955388","-0.27995855","-0.13368021","-0.03888313","0","0","0","0.24507596","-2.3841858E-06","-1.1384487E-06","-3.3113693E-07","0","0","0","-0.27995855","-0.13368021","-0.03888313","3.5661767"
"225.00002","2269.658","2515.9949","-6.3511014","-2.6956897","-0.7840866","-0.35860488","-0.15220784","-0.044272203","0","0","0","0.2778656","-4.7683716E-07","-2.0239088E-07","-5.8868785E-08","0","0","0","-0.35860488","-0.15220784","-0.044272203","3.638813"
