Range,Velocity,Energy,ComeUp,ComeUpMOA,ComeUpMrads,SpinDrift,SpinDriftMOA,SpinDriftMrads,WindDrift,WindDriftMOA,WindDriftMrads,TimeOfFlight,VerticalWindJump,VerticalWindJumpMOA,VerticalWindJumpMrads,TotalComeUp,TotalComeUpMOA,TotalComeUpMrads,TotalWindDrift,TotalWindDriftMOA,TotalWindDriftMrads,Gyro
"0","2790","3801.8708","-1.5012153","0","0","0","0","0","0","0","0","0","-0.0012153387","0","0","0","0","0","0","0","0","2.6003282"
"25","2754.0854","3704.6208","-0.6143339","-2.3467557","-0.68259335","-0.0031268857","-0.011944704","-0.0034743175","0.022081722","0.08435217","0.024535246","0.02705788","0.07405871","0.2829043","0.08228746","0","0","0","0.018954836","0.07240747","0.021060929","2.6479037"
"50","2718.4048","3609.2517","-0.014120996","-0.026971102","-0.007844999","-0.012546067","-0.023962988","-0.0069700372","0.088101126","0.16827315","0.04894507","0.054467414","0.14811808","0.28290552","0.08228782","0","0","0","0.07555506","0.14431016","0.041975033","2.6967473"
"75.00001","2682.9624","3515.7507","0.29106402","0.3706215","0.10780148","-0.028535085","-0.03633467","-0.010568549","0.19944094","0.25395477","0.07386701","0.08223967","0.2222507","0.28299922","0.08231507","0","0","0","0.17090586","0.2176201","0.06329846","2.746895"
"100","2647.7593","3424.0962","0.29651198","0.28316894","0.08236444","-0.051238474","-0.048932742","-0.014232909","0.35652876","0.34048495","0.09903576","0.110378034","0.29651198","0.28316894","0.08236444","0","0","0","0.30529028","0.29155222","0.08480285","2.7983928"
"125","2612.8018","3334.278","-0.008709967","-0.0066544116","-0.0019355491","-0.08094196","-0.06183966","-0.017987102","0.5607202","0.4283902","0.124604486","0.13889334","0.37094778","0.28340408","0.08243284","0","0","0","0.47977823","0.36655053","0.10661738","2.8512733"
"150","2578.0928","3246.28","-0.6313107","-0.40193447","-0.116909385","-0.11784409","-0.075027406","-0.02182298","0.812718","0.5174304","0.15050332","0.1677912","0.44568133","0.28375044","0.08253358","0","0","0","0.69487387","0.44240302","0.12868035","2.9055789"
"175","2543.6357","3160.085","-1.579571","-0.8619945","-0.25072557","-0.1621783","-0.088503","-0.025742585","1.1134318","0.60761565","0.1767352","0.19707888","0.52078223","0.2841983","0.08266385","0","0","0","0.95125353","0.51911265","0.15099262","2.9613516"
"200.00002","2509.4312","3075.6687","-2.8626146","-1.3668985","-0.3975854","-0.21420157","-0.102281235","-0.029750215","1.4638766","0.69900095","0.20331617","0.22676447","0.5963278","0.28474647","0.08282329","0","0","0","1.249675","0.59671974","0.17356595","3.0164545"
"225.00002","2475.4436","2992.919","-4.489721","-1.9056371","-0.5542866","-0.27416813","-0.11636912","-0.033847913","1.8650975","0.7916302","0.23025894","0.25685626","0.6723809","0.28538835","0.08300999","0","0","0","1.5909294","0.6752611","0.19641103","3.0695102"
"250","2441.6675","2911.8022","-6.4702177","-2.4716232","-0.71891314","-0.3423131","-0.1307636","-0.03803479","2.3181744","0.8855426","0.25757492","0.2873628","0.7490511","0.2861375","0.083227895","0","0","0","1.9758613","0.754779","0.21954012","3.124152"
