Range,Velocity,Energy,ComeUp,ComeUpMOA,ComeUpMrads,SpinDrift,SpinDriftMOA,SpinDriftMrads,WindDrift,WindDriftMOA,WindDriftMrads,TimeOfFlight,VerticalWindJump,VerticalWindJumpMOA,VerticalWindJumpMrads,TotalComeUp,TotalComeUpMOA,TotalComeUpMrads,TotalWindDrift,TotalWindDriftMOA,TotalWindDriftMrads,Gyro
"0","2599.9998","3301.6838","-1.5007648","0","0","0","0","0","0","0","0","0","-0.0007648468","0","0","0","0","0","0","0","0","3.0482354"
"25","2564.5757","3212.3286","-0.58300275","-2.2270708","-0.64778095","-0.0034477797","-0.013170518","-0.0038308662","0.012340163","0.04713942","0.013711292","0.029045584","0.03783542","0.14453131","0.042039357","0","0","0","0.008892383","0.033968903","0.009880426","3.1069844"
"50","2529.371","3124.7415","0.0038594306","0.007371515","0.0021441318","-0.013905914","-0.026560294","-0.007725507","0.04964828","0.09482822","0.027582379","0.05849332","0.07566348","0.14451724","0.042035267","0","0","0","0.03574237","0.06826793","0.019856872","3.1673858"
"75","2494.386","3038.899","0.2518062","0.32063323","0.09326156","-0.031621277","-0.040264428","-0.011711584","0.11248199","0.14322707","0.041659996","0.088352196","0.113447145","0.14445604","0.042017464","0","0","0","0.08086071","0.10296264","0.029948412","3.2280717"
"100","2459.563","2954.6416","0.15114705","0.14434543","0.041985292","-0.056829665","-0.05427233","-0.015786018","0.20141841","0.19235459","0.05594956","0.1186316","0.15114705","0.14434543","0.041985292","0","0","0","0.14458875","0.13808227","0.040163543","3.2880032"
"125","2424.892","2871.9294","-0.3079577","-0.23527968","-0.06843504","-0.089754775","-0.06857265","-0.019945506","0.31707346","0.24224411","0.07046077","0.14934146","0.18871969","0.14418185","0.04193771","0","0","0","0.22731869","0.17367145","0.05051526","3.3498497"
"150","2390.3818","2790.7664","-1.1364989","-0.7235709","-0.21046275","-0.13064416","-0.083176784","-0.024193363","0.46013516","0.29295272","0.08521022","0.18049292","0.22608805","0.14394271","0.041868154","0","0","0","0.32949102","0.20977592","0.061016858","3.4136782"
"175","2356.0415","2711.158","-2.3457706","-1.2801205","-0.37234452","-0.17975838","-0.09809672","-0.028533077","0.631309","0.3445143","0.10020777","0.21209733","0.26328397","0.14367783","0.041791108","0","0","0","0.4515506","0.24641758","0.07167469","3.4795527"
"200.00002","2321.8784","2633.1033","-3.9448986","-1.8836892","-0.5479026","-0.23730838","-0.11331474","-0.032959495","0.8311158","0.39685774","0.11543274","0.24416308","0.30021477","0.14335254","0.041696493","0","0","0","0.5938074","0.283543","0.08247325","3.5475464"
"225.00002","2287.902","2556.606","-5.9477863","-2.524505","-0.7342946","-0.3036077","-0.12886459","-0.03748243","1.0604055","0.4500832","0.13091426","0.27670392","0.33673668","0.14292601","0.04157243","0","0","0","0.7567978","0.3212186","0.09343183","3.6177273"
"250","2254.1187","2481.661","-8.364177","-3.195116","-0.9293531","-0.37889418","-0.14473757","-0.042099353","1.3197352","0.50413877","0.14663723","0.30972883","0.37298298","0.1424795","0.04144255","0","0","0","0.94084096","0.3594012","0.104537874","3.6901734"
"275","2220.5356","2408.2659","-11.209848","-3.8928752","-1.1323081","-0.46352008","-0.16096787","-0.04682021","1.61004","0.559123","0.1626303","0.34325296","0.4086399","0.1419095","0.04127676","0","0","0","1.1465199","0.3981551","0.115810096","3.7655673"
"300","2187.119","2336.3274","-14.495315","-4.6143436","-1.3421593","-0.55773497","-0.17754564","-0.051642127","1.9319078","0.61499065","0.17888035","0.37728575","0.4437685","0.1412663","0.041089676","0","0","0","1.3741728","0.437445","0.12723821","3.8458252"
"324.99997","2153.8572","2265.806","-18.23479","-5.3582263","-1.5585301","-0.66185486","-0.19448352","-0.056568794","2.286199","0.6717909","0.19540165","0.41184103","0.4782791","0.1405405","0.04087856","0","0","0","1.6243442","0.47730738","0.13883287","3.9289248"
"349.99997","2120.7603","2196.7068","-22.442747","-6.1236672","-1.7811716","-0.77620274","-0.21179247","-0.061603393","2.6737835","0.729561","0.21220505","0.446933","0.5121021","0.13973074","0.04064303","0","0","0","1.8975809","0.5177685","0.15060166","4.0149727"
"374.99994","2087.8389","2129.0354","-27.133892","-6.9101043","-2.00992","-0.9011091","-0.22948249","-0.066748835","3.0955253","0.78832716","0.22929819","0.48257554","0.54516983","0.13883659","0.040382955","0","0","0","2.194416","0.5588447","0.16254935","4.1040773"
"399.9999","2055.101","2062.7915","-32.323284","-7.717193","-2.2446752","-1.0369118","-0.24756275","-0.07200778","3.552289","0.8481091","0.24668677","0.5187826","0.5773697","0.13784704","0.040095124","0","0","0","2.515377","0.60054636","0.17467898","4.196356"
"424.99988","2022.5569","1997.9766","-38.027676","-8.545054","-2.4854724","-1.1839716","-0.26604545","-0.07738379","4.045001","0.9089358","0.26437923","0.55556935","0.6082077","0.13666788","0.039752148","0","0","0","2.8610294","0.64289033","0.18699545","4.291928"
"449.9999","1990.2155","1934.5907","-44.26419","-9.393859","-2.7323616","-1.3427125","-0.2849535","-0.08288351","4.574701","0.9708533","0.282389","0.5929522","0.6383896","0.13548048","0.039406773","0","0","0","3.2319884","0.68589985","0.19950548","4.3909144"
"474.99988","1958.0844","1872.6288","-51.04905","-10.263563","-2.9853299","-1.5134655","-0.3042863","-0.08850678","5.142182","1.0338494","0.30071244","0.6309443","0.6668968","0.1340814","0.038999826","0","0","0","3.6287165","0.72956306","0.21220565","4.4934535"
"499.99988","1926.17","1812.0834","-58.400692","-11.154553","-3.2444892","-1.6966888","-0.32406765","-0.094260514","5.7485366","1.0979707","0.3193632","0.66956306","0.6946144","0.13267137","0.038589697","0","0","0","4.051848","0.7739031","0.2251027","4.581395"
"524.9999","1894.4722","1752.9332","-66.340004","-12.06759","-3.5100613","-1.8927466","-0.34429967","-0.10014534","6.394811","1.1632468","0.33834985","0.7088258","0.72029877","0.1310258","0.038111053","0","0","0","4.5020647","0.8189471","0.23820451","4.6648254"
"549.9998","1862.9984","1695.1726","-74.885124","-13.002816","-3.7820873","-2.1019864","-0.36498138","-0.10616096","7.0819883","1.229691","0.35767627","0.74874836","0.7443085","0.12923905","0.03759135","0","0","0","4.980002","0.8647096","0.2515153","4.7514606"
"574.99976","1831.7576","1638.796","-84.056755","-13.960775","-4.0607257","-2.3247929","-0.3861179","-0.112308875","7.8111615","1.2973325","0.37735093","0.7893481","0.76657104","0.12731749","0.03703243","0","0","0","5.4863687","0.9112146","0.26504207","4.8414073"
"599.9998","1800.7572","1583.796","-93.8785","-14.942379","-4.346242","-2.5615592","-0.40771493","-0.118590735","8.583475","1.3662034","0.3973832","0.83064437","0.78580475","0.12507397","0.036379863","0","0","0","6.021916","0.95848846","0.27879247","4.9347844"
"624.99976","1770.0055","1530.1647","-104.37123","-15.9479885","-4.63874","-2.8127534","-0.4297889","-0.12501131","9.400137","1.4363413","0.41778398","0.8726556","0.80387115","0.12283155","0.03572762","0","0","0","6.5873833","1.0065525","0.29277265","5.031714"
"649.9998","1739.5085","1477.8898","-115.55817","-16.978237","-4.938405","-3.078731","-0.45233673","-0.13156973","10.262144","1.507746","0.43855324","0.9153985","0.81884766","0.12030765","0.0349935","0","0","0","7.183413","1.0554092","0.30698353","5.132321"
"674.99976","1709.2749","1426.9633","-127.465744","-18.034132","-5.24553","-3.360036","-0.47538304","-0.13827313","11.17091","1.5804772","0.45970833","0.9588957","0.83161926","0.117658764","0.034223028","0","0","0","7.810874","1.1050942","0.3214352","5.2367377"
"699.99976","1679.3105","1377.3711","-140.1196","-19.116423","-5.5603323","-3.6570916","-0.4989319","-0.14512272","12.127554","1.6545452","0.48125225","1.0031657","0.840683","0.11469322","0.033360448","0","0","0","8.470463","1.1556133","0.33612955","5.3450994"
"724.9997","1649.6179","1329.0938","-153.54584","-20.22582","-5.8830194","-3.9704115","-0.5229993","-0.15212312","13.133355","1.7299805","0.50319386","1.048229","0.8465576","0.11151212","0.03243517","0","0","0","9.162944","1.2069812","0.35107073","5.4417005"
