Range,Velocity,Energy,ComeUp,ComeUpMOA,ComeUpMrads,SpinDrift,SpinDriftMOA,SpinDriftMrads,WindDrift,WindDriftMOA,WindDriftMrads,TimeOfFlight,VerticalWindJump,VerticalWindJumpMOA,VerticalWindJumpMrads,TotalComeUp,TotalComeUpMOA,TotalComeUpMrads,TotalWindDrift,TotalWindDriftMOA,TotalWindDriftMrads,Gyro
"0","2849.9998","1352.4374","-1.5009432","0","0","0","0","0","0","0","0","0","-0.0009431839","0","0","0","0","0","0","0","0","1.7510511"
"25.000002","2782.2485","1288.9004","-0.69037294","-2.637225","-0.7670811","-0.0025129428","-0.009599441","-0.0027921584","0","0","0","0.02663687","-4.7683716E-07","-1.8215178E-06","-5.2981903E-07","0","0","0","-0.0025129428","-0.009599441","-0.0027921584","1.8151453"
"50","2715.4668","1227.7684","-0.16083948","-0.3072034","-0.08935527","-0.010198574","-0.019479275","-0.005665874","0","0","0","0.05392253","-4.0233135E-07","-7.684529E-07","-2.2351742E-07","0","0","0","-0.010198574","-0.019479275","-0.005665874","1.8800856"
"74.99999","2649.6838","1169.003","0.07370134","0.09384638","0.027296795","-0.023413172","-0.029812776","-0.008671546","0","0","0","0.08188374","1.385808E-06","1.7645956E-06","5.1326225E-07","0","0","0","-0.023413172","-0.029812776","-0.008671546","1.9482416"
"100","2584.9097","1112.5465","0","0","0","-0.04247109","-0.040559888","-0.011797524","0","0","0","0.11054016","0","0","0","0","0","0","-0.04247109","-0.040559888","-0.011797524","2.0197904"
"125","2521.1604","1058.3479","-0.39889172","-0.30475327","-0.088642605","-0.06776616","-0.051773347","-0.015059147","0","0","0","0.13991863","-2.682209E-07","-2.0492077E-07","-5.9604645E-08","0","0","0","-0.06776616","-0.051773347","-0.015059147","2.094903"
"150","2458.2615","1006.1984","-1.1396825","-0.7255978","-0.21105231","-0.09969027","-0.06346948","-0.018461162","0","0","0","0.17004472","2.3841858E-07","1.5179316E-07","4.4151587E-08","0","0","0","-0.09969027","-0.06346948","-0.018461162","2.164918"
"175","2395.9263","955.8162","-2.2404602","-1.2226511","-0.3556286","-0.13862047","-0.07564717","-0.022003248","0","0","0","0.20094971","-7.1525574E-07","-3.9032528E-07","-1.1353266E-07","0","0","0","-0.13862047","-0.07564717","-0.022003248","2.2376866"
"200","2334.1953","907.1975","-3.7191718","-1.7759044","-0.5165516","-0.18491727","-0.08829799","-0.025682954","0","0","0","0.23266487","1.66893E-06","7.9691415E-07","2.3179585E-07","0","0","0","-0.18491727","-0.08829799","-0.025682954","2.3150096"
"225","2273.1106","860.33704","-5.5948873","-2.374719","-0.6907269","-0.23896773","-0.10142852","-0.029502189","0","0","0","0.2652225","-4.7683716E-07","-2.0239088E-07","-5.8868785E-08","0","0","0","-0.23896773","-0.10142852","-0.029502189","2.3971813"
