Range,Velocity,Energy,ComeUp,ComeUpMOA,ComeUpMrads,SpinDrift,SpinDriftMOA,SpinDriftMrads,WindDrift,WindDriftMOA,WindDriftMrads,TimeOfFlight,VerticalWindJump,VerticalWindJumpMOA,VerticalWindJumpMrads,TotalComeUp,TotalComeUpMOA,TotalComeUpMrads,TotalWindDrift,TotalWindDriftMOA,TotalWindDriftMrads,Gyro
"0","2600","3301.6846","-1.5029566","0","0","0","0","0","0","0","0","0","-0.0029566288","0","0","0","0","0","0","0","0","3.6844428"
"24.999994","2568.9502","3223.2964","-0.83081627","-3.173607","-0.9230957","-0.0034320166","-0.013110306","-0.0038133527","0","0","0","0.02902077","-0.0005493164","-0.002098389","-0.0006103517","0","0","0","-0.0034320166","-0.013110306","-0.0038133527","3.7428951"
"50","2538.0732","3146.279","-0.21716955","-0.41461793","-0.12057834","-0.013819026","-0.02639434","-0.0076772366","0","0","0","0.058392912","-0.00061035156","-0.0011657715","-0.00033908422","0","0","0","-0.013819026","-0.02639434","-0.0076772366","3.8000422"
"75","2507.3406","3070.5457","0.10556121","0.13466553","0.039171007","-0.031358253","-0.03992951","-0.011614168","0","0","0","0.08812348","-0.00036621094","-0.00046630861","-0.00013563369","0","0","0","-0.031358253","-0.03992951","-0.011614168","3.8548484"
"100","2476.7483","2996.075","0.12818444","0.122575074","0.035664875","-0.056234594","-0.05370404","-0.015620721","0","0","0","0.11821973","-0.00036621094","-0.00034973145","-0.000101725265","0","0","0","-0.056234594","-0.05370404","-0.015620721","3.9111555"
"125.00001","2446.3027","2922.8687","-0.15283261","-0.11651269","-0.03388129","-0.08863544","-0.06771746","-0.01969676","0","0","0","0.14868902","0.00024414062","0.00018652341","5.4253465E-05","0","0","0","-0.08863544","-0.06771746","-0.01969676","3.9690037"
"149.99998","2416.0073","2850.9226","-0.7465009","-0.47503093","-0.13815421","-0.1287517","-0.08197192","-0.023842908","0","0","0","0.1795386","0.00048828125","0.00031087242","9.042246E-05","0","0","0","-0.1287517","-0.08197192","-0.023842908","4.028433"
"175.00002","2385.8677","2780.2358","-1.6695651","-0.910678","-0.26488677","-0.17680973","-0.09648759","-0.028065035","0","0","0","0.2107772","-0.0007324219","-0.00039969306","-0.00011625743","0","0","0","-0.17680973","-0.09648759","-0.028065035","4.0894885"
"200","2355.8887","2710.806","-2.914411","-1.3913519","-0.404697","-0.23301126","-0.11126287","-0.032362673","0","0","0","0.2424123","-0.00024414062","-0.000116577154","-3.390842E-05","0","0","0","-0.23301126","-0.11126287","-0.032362673","4.152212"
"225","2326.0735","2642.6262","-4.5003624","-1.9100157","-0.55557215","-0.29753935","-0.12628894","-0.036733255","0","0","0","0.27445006","-0.00024414062","-0.00010362413","-3.0140818E-05","0","0","0","-0.29753935","-0.12628894","-0.036733255","4.2166533"
"250.00002","2296.4282","2575.6963","-6.432541","-2.457089","-0.71466744","-0.37067834","-0.1415991","-0.041186478","0","0","0","0.30690145","0.00048828125","0.00018652341","5.4253465E-05","0","0","0","-0.37067834","-0.1415991","-0.041186478","4.2828164"
"275.00003","2266.955","2510.0056","-8.723261","-3.0292969","-0.8811035","-0.4525996","-0.1571755","-0.04571713","0","0","0","0.33977154","0","0","0","0","0","0","-0.4525996","-0.1571755","-0.04571713","4.350868"
"300","2237.6382","2445.5054","-11.376244","-3.6213045","-1.0532995","-0.5436186","-0.17305192","-0.050335057","0","0","0","0.37307256","0.00048828125","0.0001554362","4.5211225E-05","0","0","0","-0.5436186","-0.17305192","-0.050335057","4.422194"
"324.99997","2208.4685","2382.1619","-14.405218","-4.2327666","-1.2311594","-0.64391834","-0.18921293","-0.05503576","0","0","0","0.4068107","0.00048828125","0.00014347958","4.1733445E-05","0","0","0","-0.64391834","-0.18921293","-0.05503576","4.49562"
"349.99997","2179.4514","2319.9749","-17.814705","-4.8606954","-1.4138019","-0.7537638","-0.20566984","-0.059822526","0","0","0","0.44099596","0.0009765625","0.00026646207","7.750496E-05","0","0","0","-0.7537638","-0.20566984","-0.059822526","4.571207"
"374.99994","2150.5923","2258.9424","-21.626175","-5.5073266","-1.6019038","-0.8734251","-0.2224323","-0.06469817","0","0","0","0.4756382","-0.00048828125","-0.00012434898","-3.616899E-05","0","0","0","-0.8734251","-0.2224323","-0.06469817","4.6490164"
"399.99997","2121.8962","2199.0608","-25.836988","-6.168457","-1.7941895","-1.0031784","-0.23950885","-0.06966517","0","0","0","0.5107476","0","0","0","0","0","0","-1.0031784","-0.23950885","-0.06966517","4.72912"
